scenario_id,seed,source_frame_number,time_seconds,uav_xyz,image_path,label_path,image_sha256,label_sha256,frame_pair_sha256,perceptual_dhash64,person_gt,vehicle_gt,label_empty,split
T06_west_retreat_high,4106,115,11.4,"[-13.266666666666666, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0115.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0115.txt,37BC35AE7DE702BF33E6A649A16A6F3F625DE41D0F547591B75D0D41AE988A00,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,84A5FB469E8DD4DB1E0B10CA97155BCA8EC32D60164AF316177FE1A4CC6D549F,52525A4968A47052,0,0,True,train
T06_west_retreat_high,4106,124,12.3,"[-14.866666666666667, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0124.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0124.txt,BFC4ADFC6C8C8AC5155687B38FEC0D98945A32221B9D269A0183E37F909FA3BE,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,7FB5F6BC82D711AA2C518317F6201027F033BA4CA7D315CFEC6420E2D45F8057,5212486824F0524A,0,0,True,train
T06_west_retreat_high,4106,134,13.3,"[-16.644444444444446, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0134.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0134.txt,60F5A090B4456B1CB40C272B41B0C44B896652EA97AE25A8B2FD9A9DE3CE2B88,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,C01E2700684F91DEC32C1E8DE6A17A2C6D3CA3F5600858B3BCA2D6CBA3602881,125A6824F0524A59,0,0,True,train
T06_west_retreat_high,4106,143,14.2,"[-18.244444444444444, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0143.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0143.txt,6DC5D41B0260F70CB0F15207A5C51E569FF544A26F623618F0996173B384A561,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E21257017CAF88A780F18EEB2F5A717E9E96C9DB00370902EF487FA48AF307C6,526828B4724A5949,0,0,True,train
T06_west_retreat_high,4106,153,15.2,"[-20.022222222222222, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0153.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0153.txt,848F0DAAA95198B8F6C8578A3916C3EF91E694D09A500ACB50298DA2ADA0D25C,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,61FA5F8B3E1F23BEB9F4EEBCC4C98904065EFC75186AA645E6EB4A04774938F4,6A28B4724A786969,0,0,True,train
T06_west_retreat_high,4106,162,16.1,"[-21.622222222222224, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0162.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0162.txt,AAA9FC6064B1EBCBC78C077CB484EB18365F59DAC42A72FA9C22074DA3E41A29,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E82F0022C0E9450B057DDE68EA09692C54AD4A7E61EE15C8417ACA49EAB3A0F4,6AA4B0525A696963,0,0,True,train
T06_west_retreat_high,4106,172,17.1,"[-23.4, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0172.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0172.txt,9CB3DD1EAF89FE9E0846F5F2A499C6D354928C31C200233EEC78F82BF7351DCB,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,EF920AD750F1B3A870774FD80C2E43B6A8C14DF1C3E82AA06BD4EA94D81E6EB6,AAB4725A796963A0,0,0,True,train
T06_west_retreat_high,4106,181,18.0,"[-25, 8, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T06_west_retreat_high__frame_0181.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T06_west_retreat_high__frame_0181.txt,9714FF91CC7933AB301A25A0C0551D2F5036C4A329997BC494563D1C177314C8,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,D56C75A1A13E710C1F4F9C7AA29A2D17FFA5EFB1447C71F4C808933464216A57,A4705A796967A0A4,0,0,True,train
T07_north_lateral,4107,1,0.0,"[-20, -18, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0001.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0001.txt,05EA310B33875EE6D5FCD2CE17C3B661FDFD5594A7EB5B8226ED283BE826AF77,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,5C00F25BD0329F207B163DA492591F8D9BD056EF2E158B6B9D5DC506CFFD585A,06030B0301010606,0,0,True,train
T07_north_lateral,4107,10,0.9,"[-20, -16.2, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0010.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0010.txt,F5F18B5D8A8D50976788D10914A57FB03E2C70EB8E75E5367EB70CE3109F3723,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,21055B20A404501F61BC70AF3DF3D50D922740E67373815D0BE5B684EA1B3CA7,0616060303030C0C,0,0,True,train
T07_north_lateral,4107,20,1.9,"[-20, -14.2, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0020.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0020.txt,0A1A69FB0153313B2C23C7D9253A426D31EE35EC0E9BC231DB4A21B25B8BD6BA,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,8D69DB245842CEFEC33E4D3B3768D5C7E0CB98716A0FA2EEE49FFB444C052E9C,0C0C040606031909,0,0,True,train
T07_north_lateral,4107,29,2.8,"[-20, -12.4, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0029.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0029.txt,9D14EF418257C9201BF668D2DB8061F0A83687A87E12D8D4C90C3966ABFD09A4,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,B419EF56709A8387E42EF22FA677815B93FE8E4335812F753EA626AC6E8F4C28,1A19290C0C06331B,0,0,True,train
T07_north_lateral,4107,39,3.8,"[-20, -10.4, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0039.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0039.txt,D330EE3F2EDFEA98BC4BB4375F886964D7D0859FE647DA3E2F1C572517F0328D,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,1EB4E03F12E80D69CCE6DC014D888198FA0B75C122D549115CD0680A79463492,35135B19090C2636,0,0,True,train
T07_north_lateral,4107,48,4.7,"[-20, -8.6, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0048.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0048.txt,3CDFCAF5C38158833CD198DFAF8CD4086A49564DFAC04E4936B4AD15CEDEDA90,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,35F1F3A0F17BE3D910FA9A7C5A19CC1A48E913A51B7A9838CB14F9FA8E493B80,25B1331359196D64,0,0,True,train
T07_north_lateral,4107,58,5.7,"[-20, -6.600000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0058.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0058.txt,8CEFCBF6305B39A3DE18139316E37C6AA4011DEFD63009DA9464149687122EBD,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,75C531ABECDF06DEB1029C10B0947D5E69F86D0317FEB7280FC7EAB19C50E44B,4B636737B333DBC9,0,0,True,train
T07_north_lateral,4107,67,6.6,"[-20, -4.800000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0067.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0067.txt,32AE42C7556C1012B7EF22018C3E85E8FFDBE1DEF49E66ECF8ACF319F410A37B,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,527889F856091FE89061FB47FBDCE835D9F07C8163D646CCBADF622FC90EF0A7,D2CE4F6F6672939B,0,0,True,train
T07_north_lateral,4107,77,7.6,"[-20, -2.8000000000000007, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0077.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0077.txt,99A6C90128B78997A35164417696B967EA6EEE60C661784E3A49C9DE6DD6DC80,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,8BDD9B8280355C097B77C3CB10B9D7D8334E64BB8B7238A9F598FC63085BBF31,B595CECFC6E62637,0,0,True,train
T07_north_lateral,4107,86,8.5,"[-20, -1, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0086.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0086.txt,BDFCD025206751015BC1B6AEED88EBC0152505C50D052C33915FB880F0350004,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E499E80E43782A65D66EC897533BADC2950A12C20CBDF638E9874A967ADABBE4,2A8D9D9D8DCC6C6E,0,0,True,train
T07_north_lateral,4107,96,9.5,"[-20, 1, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0096.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0096.txt,0C54381403C6A121F7523CC9BA6B5B1A24C33B71A511A10D0BA6DFE2867C8CE7,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,349FCA510B2C8870DC2CDB5AD9DD021BD501B51181D655D5292540310B9DA881,4E3A3B3B1A98D84C,0,0,True,train
T07_north_lateral,4107,105,10.4,"[-20, 2.799999999999997, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0105.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0105.txt,FEDBB8D24C11D9B23B739262A4A30570972EB0472B40272E5782E30E41D975CA,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,79BAB90BA1AC1F9D03125D5136C84CA7F7F0CD872949971D979EAC4BD8DC8B46,D55432773591B898,0,0,True,train
T07_north_lateral,4107,115,11.4,"[-20, 4.799999999999997, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0115.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0115.txt,D725684572944BED8DD739B0B8637DD9FDFAE38A38C706B815945EE2FEF6D74C,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,02D1F7358E2E58CAD17325124781E77378D3D12CC1FDF3FB5638854A9F100748,A92D646E2A2230B0,0,0,True,train
T07_north_lateral,4107,124,12.3,"[-20, 6.600000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0124.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0124.txt,1F2E99CB90EF0783E6029FBF814C5C2F7A08FD8B917E026BB268C982CE87E404,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0A7926B743129F32D5C4101BB7FFF678A0D95B1CEB9B66C6D223624FB9DDAC10,B2AA6D7C6C666160,0,0,True,train
T07_north_lateral,4107,134,13.3,"[-20, 8.600000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0134.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0134.txt,AEA09CB996BD46B0A25CE24A7B6366E8C1A840FEDD1CAF13C89FD6D310193A3B,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,DF705E5F708188277F07EE9FCD7E9657304DF28C93E25B1E240761F9CE5E7C0C,7452DAD9D9C9C2C9,0,0,True,train
T07_north_lateral,4107,143,14.2,"[-20, 10.399999999999999, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0143.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0143.txt,B59A7AE4F16C97DF81CA6C19A4CDB62EA7ADA9D60F0D0658E24B04625E44CEC9,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,A6CF96FB7520820F6369DD5EB080D81FDB46A2A38DDD7435BBC3261D77F54E85,E8A4B4B2B29A8493,0,0,True,train
T07_north_lateral,4107,153,15.2,"[-20, 12.399999999999999, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0153.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0153.txt,A9E4B11D772E5CD4338463AE0FD5D1996421204E521CAC10DEDDD78BBB74FFF3,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,20678A3D440BA95441ADA0D90DD5394CFB96A078F52655C4EA300684208E42EE,C848286464250907,0,0,True,train
T07_north_lateral,4107,162,16.1,"[-20, 14.200000000000003, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0162.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0162.txt,07FE36F7F1C887BAE5423AC5EFFAD62FCD195EDB1C4349F688D59B558DA9C755,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,C2374FC8C3C7B63001AC3C0934854EF35F0C15632429A20ED6C59F10AD16C750,91D048C9C969130E,0,0,True,train
T07_north_lateral,4107,172,17.1,"[-20, 16.199999999999996, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0172.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0172.txt,D37F834B7F2283BB4138AE5E08F5249F06B0BE4F5AC17267331D515C119E0F74,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,DB55465F4708973EBA9375E6857C8A16AC74E4D0CC912C68A3340570B0981D34,2181919193D3261D,0,0,True,train
T07_north_lateral,4107,181,18.0,"[-20, 18, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T07_north_lateral__frame_0181.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T07_north_lateral__frame_0181.txt,4D477CFF9122A1CD27D02797ECBE8123FB47E6E563B867F4E9F3458637DA971C,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E305D1B1267D5170C81FC98E92DE97B75C078EA512192AA380C71CF376870621,4323232307A74D19,0,0,True,train
T08_south_lateral,4108,1,0.0,"[-16, 20, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0001.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0001.txt,567656B2CC0281A280DACF40C70BC8E2C7A88EB8EEA33FF08AC4AB31072FB475,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,3426B639DB91014C1C01CECDC0190595D555FC471EA4AFC6C3504610267D38DF,A797972747272727,0,0,True,train
T08_south_lateral,4108,10,0.9,"[-16, 18, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0010.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0010.txt,54A67488EBACE97B7D8B9335B952B7B153865072B6FBE3DB40BE921F8B83A4D9,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,EE6B054F70B35B19F3EC36576715617684026A38C8B77C6B84992B7FC03A7AFD,97D74F3723A38393,0,0,True,train
T08_south_lateral,4108,20,1.9,"[-16, 15.777777777777779, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0020.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0020.txt,A6ACCB9F582B1765FC87772CEEA0A99951BE3EEB9A949540777987429C78A502,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,3FBE26F7D4B151216E9FD365BEEBCD6356E0B6675429457861376D6C1660DCA6,534B2B33939353CB,0,0,True,train
T08_south_lateral,4108,29,2.8,"[-16, 13.777777777777779, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0029.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0029.txt,5518843CCE36E1A571AA24D72EE5498B514F6F7AA84B9AC6CB6AE81DD40A63D3,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,D5A455F1EEF8B7CD1E74C4C87F91C858759A90AF1ABE557BA098BE60441D43D4,4BE7A589D1C92969,0,0,True,train
T08_south_lateral,4108,39,3.8,"[-16, 11.555555555555555, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0039.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0039.txt,FFF9E30AE0748AB0477861B8BFB411373D8E0ACEECBCE457CDADEBB3EBAB4CF2,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,2FD863B5EE47C522816DC937AFD3F4B349D502262F45ABBD3F32C76428E87363,25B5954948E0A4A4,0,0,True,train
T08_south_lateral,4108,48,4.7,"[-16, 9.555555555555555, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0048.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0048.txt,B9ACCAA280E2ABB010102357E7767AF7FE9A93197B88FA12EC0144D3D298177F,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,ABE9D38D2A9B9BAE9DE4C84ECB4470DA8DDB62A0FC8DD487B6647708478E7A8B,3552524C64F4D4D2,0,0,True,train
T08_south_lateral,4108,58,5.7,"[-16, 7.333333333333334, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0058.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0058.txt,052D271DFEA4446BDB073E13121ADE12E5C145471BD80A3764CB2185F2E94404,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,FB15C7AA8D097B6384FE1D5206B3AADA6E97C8735A0991EA9406100CDABCAB71,12796924B0726AE9,0,0,True,train
T08_south_lateral,4108,67,6.6,"[-16, 5.333333333333334, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T08_south_lateral__frame_0067.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T08_south_lateral__frame_0067.txt,6172A01CE9E5CDC36F95BBEF259A31B61C1FF0B7ACDD9948DFAECFD8746CC125,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,7F26ABB24BC9A196BED38440741EB4B02FE9F097DC03F407E6C9C04743C08ECC,0929A5A6DA69256C,0,0,True,train
